title,cleaned_description,cluster,topic
"Mayawati, BSP Supremo Stays Silent On Removing Nephew Akash Anand As Political Heir","Bahujan Samaj Party (BSP) Chief Mayawati cast her vote in Uttar Pradesh for the ongoing Lok Sabha elections. Mayawati coined the phrase, ""Pahle Matdaan, Fir Jalpaan"" (First vote, then refreshment), urging voters to prioritize casting their ballots.     ",110,bsp mayawati phrase political vote
Dharmendra Pradhan Credits PM Modi for BJP's 14-Year Progress in Odisha | Frankly Speaking,"In the latest episode of Frankly Speaking, Navika Kumar will be joined by Dharmendra Pradhan, the Minister of Education. During their exclusive conversation, Pradhan mentioned that the BJP has achieved remarkable growth in Odisha over the past 14 years, and he credited PM Modi for this success. Stay tuned to Frankly Speaking for further updates.          Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",111,com https speaking timesnow www
"Arvind Kejriwal Criticizes BJP's 'Operation Jhaadu', Says 'AAP's Bank A/C Will Be Seized' | LS Polls","Swati Maliwal Assault Case: Delhi Chief Minister Arvind Kejriwal responded to the BJP's 'Operation Jhaadu' saying that under this operation, AAP leaders will be arrested and their bank accounts will be seized. For more information stay connected to Times Now.          Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",112,com https operation timesnow www
Will Congress Candidate KL Sharma Secure Victory From Amethi Against Smriti Irani ? | UP LS Polls,"Lok Sabha Polls 2024: During an exclusive conversation with Congress Amethi candidate KL Sharma says 'Surname Gandhi hai ya nahi, mudda nhi hai election ka. You (BJP) have been doing this for ten years. What have you done in 10 years? Answer the people and then ask for votes'. For more updates stay connected to Times Now.          Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",113,com https times timesnow www
"Deepender Singh Hooda Confident of Rohtak Victory, Criticizes BJP's Development Record | Top News","Lok Sabha Polls 2024: Congress candidate Deepender Singh Hooda, while speaking to Times Now, shows his confident gesture to secure the Rohtak seat and further adds that from the past 10 years, the BJP has not made any significant steps for the development of Rohtak. For more information stay connected to Times Now.        Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",114,com https times timesnow www
TMC Reacts On Mallikarjun Kharge Vs. Adhir Ranjan Chowdhury Controversy Says 'Cong Should Have..',"M. Kharge vs. Adhir Ranjan Chowdhury over  Alliance with TMC: Congress President Mallikarjun Kharge said, ""Adhir will not take call. High command will decide on TMC"" The Trinmool Congress has reacted to this. Watch!      ",115,adhir kharge ranjan tmc vs
"Twin Terror Attacks in Jammu And Kashmir: Ex-sarpanch Killed, Tourist Couple  Injured | Breaking",Breaking News: A former BJP sarpanch was killed while a couple from Jaipur was injured in twin terror attacks in Jammu and Kashmir's Shopian and Anantnag on Saturday evening. Watch!      ,116,attacks breaking couple jammu terror
"Congress Attacks PM Modi Over Bulldozer Remark, Urges Election Commission To Take Action Against PM","Congress seeks action against PM Modi. Congress President M. Kharge said, ""EC should take action"" Stay tuned to Times Now to know more on this!       ",117,action bulldozer congress modi pm
"Acharya Pramod Makes Explosive Claims Says, 'Rahul Was Planning To Overturn Ram Temple Verdict'",Former Congress leader Acharya Pramod Krishnam had made a shocking revelation about Rahul Gandhi. He claimed that a meeting was held between the close aides of Rahul Gandhi following the Ram Mandir verdict. Pramod Krishnam further said that they were planning to make a “Superpower Commission” to overturn SC’s verdict.  Watch!        ,118,acharya pramod rahul ram verdict
Swati Maliwal Assaultgate: Kejriwal Reacts To Bibhav’s Arrest| Delhi CM Shielding Aide? BJP Says…,"In his first reaction to the Swati Maliwal case - without naming the Rajya Sabha MP -  Delhi Chief Minister Arvind Kejriwal has hit out at the BJP government and accused it of picking out people from the Aam Aadmi Party one by one to arrest them, with the latest target being his personal assistant Bibhav Kumar.                                Times Now - Times Now News channel examines news with in-depth analysis. We provide much more than the Get Breaking news, the Latest news, Politics news, of the day. Times Network houses upscale television channels.  Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow  You can Search us on YouTube by- @timesnow",119,com https news times timesnow
Lok Sabha Polls 2024: Congress Blames BJP for Kanhaiya Kumar's Assault During Election Campaign,"Lok Sabha Polls 2024: Congress leader Kanhaiya Kumar was assaulted during his election campaign. In response, both AAP and Congress have alleged that the BJP is behind the attack. For more information stay connected to Times Now.          Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",120,com https times timesnow www
CAA Beneficiaries Narrate 'Horror To Hope' Stories| Watch How Indian Law Helped Neighbour 'Refugees',"The Ministry of Home Affairs handed the Citizenship Certificates to persecute non-Muslim migrants. Bhavna, a Pakistani refugee, expressed his happiness upon receiving citizenship and thanked the Central government. Applications have been received from persons belonging to Hindu, Sikh, and other communities from Pakistan, Bangladesh and Afghanistan who entered India up to 31.12.2014                 Times Now - Times Now News channel examines news with in-depth analysis. We provide much more than the Get Breaking news, the Latest news, Politics news, of the day. Times Network houses upscale television channels.  Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow  You can Search us on YouTube by- @timesnow",121,com https news times timesnow
"Sonia Gandhi Makes Emotional Appeal To Voters In Raebarelli Says,'I am handing over my son to you..'","Former Congress president Sonia Gandhi today made an emotional appeal to the people of Rae Bareli, told them that she was handing over her son to them and he will not disappoint them. Watch!       ",122,appeal emotional gandhi handing sonia
Swati Maliwal Case: Kejriwal's Aide Bibhav Kumar Arrested By Delhi Police From CM House |Breaking,"Arvind Kejriwal's aide, Bibhav Kumar was detained for allegedly assaulting AAP MP Swati Maliwal. He was taken into custody by Delhi Police at noon from the CM's residence. Watch the video to know the complete info.          Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",123,com https kejriwal timesnow www
"Madhavi Latha Exclusive: Mounts Attack On Kejriwal & Congress, Claims 'Owaisi Is Country's Enemy'","Breaking News | This interview focuses on the political campaign of the BJP candidate in Hyderabad. Madhavi Latha strongly criticizes the opposition, accusing Asaduddin Owaisi of being anti-national. She also claims that Rahul Gandhi is illiterate and predicts that the BJP will easily win over 400 LS seats.           Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",124,com https owaisi timesnow www
"Congress Counters PM Modi's Jibe at Rahul Gandhi, Alleges PM's Fear of Defeat | Latest Updates","Congress retaliates against PM Modi's jibe at Rahul Gandhi, accusing the PM of being afraid of defeat.            Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",125,com https pm timesnow www
"Arvind Kejriwal Stays Silent On Swati Maliwal Case, Delhi CM To Visit Temple In Amritsar","Delhi CM Arvind Kejriwal will be going to Ram Tirth temple, after which he will be flying to Mumbai, where he will be having a meeting with Uddhav Thackeray.       ",126,arvind cm delhi kejriwal temple
Prime Minister Modi Mocks Rahul Gandhi Over 'Khata Khat' Opinion on Poverty | Latest Updates,"PM Modi ridicules Rahul Gandhi for his 'Khata Khat' remark on poverty, sparking political controversy.         Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",127,com https khata timesnow www
"Swati Maliwal Case: BJP Targets Kejriwal & AAP, Questions Delhi CM's Silence |Breaking News","Breaking News:In the Swati Maliwal case, the BJP directs its criticism towards Kejriwal and AAP, questioning the silence of the Delhi CM.         Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",128,breaking com https timesnow www
"Swati Maliwal's Ex-Husband Makes Big Claim, 'Kejriwal 'Duryodhana' Ne Kaha To 'Dushasana' Ne Kiya'","Swati Maliwal's ex-husband, Naveen Jaihind, made explosive claims while speaking exclusively to Times Now.  He said that Arvind Kejriwal is 'Duryodhana, and he said that's why 'Dushasana' did it. Watch the video to know more.                  Now - Times Now News channel examines news with in-depth analysis. We provide much more than the Get Breaking news, the Latest news, Politics news, of the day. Times Network houses upscale television channels.  Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow  You can Search us on YouTube by- @timesnow",129,com https news times timesnow
"PM Modi Sharpens Appeasement Attack, Says 'Congress Proposes Dividing Budget On Religious Lines'","The BJP has sharpened its appeasement attack on Congress. ""Congress wants that 15% of the government's entire budget be spent solely on minorities. This means they want to divide the budget along religious line,"" said PM Modi. Stay tuned to Times Now for more updates.          Times Now - Times Now News channel examines news with in-depth analysis. We provide much more than the Get Breaking news, the Latest news, Politics news, of the day. Times Network houses upscale television channels.  Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow  You can Search us on YouTube by- @timesnow",130,com https news times timesnow
West Bengal CM Mamata Banerjee Rejects Alliance With Congress & CPM in Bengal | Latest English News,"West Bengal CM Mamata Banerjee's big declaration, said ""No alliance with Congress & CPM in Bengal... I.N.D.I.A will come to power & we (TMC) will support the govt from outside."" Congress MP Adhir Ranjan Chowdhury slams Mamata,  says "" can't trust on her words..."" Stay tuned to Times Now for more updates.      tmc       Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",131,bengal com https mamata timesnow
Swati Maliwal Finally Breaks Silence! Files Official Complaint? Here's What Sources Told Times Now,"Big breakthrough in Swati Maliwal assault case. Top sources informed Times Now that the AAP MP has finally registered an official complaint. Watch the video to know in detail!              Times Now - Times Now News channel examines news with in-depth analysis. We provide much more than the Get Breaking news, the Latest news, Politics news, of the day. Times Network houses upscale television channels.  Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow  You can Search us on YouTube by- @timesnow",132,com https news times timesnow
"Swati Maliwal's Ex-Husband Naveen Jaihind Makes Explosive Claims,Says 'There's a Threat to Her Life'","Naveen Jaihind, ex-husband of Swati Maliwal, speaks out about the Swati Maliwal case. He accuses Sanjay Singh of manipulation. Naveen Jaihind claims that Swati Maliwal's life is in danger after her party admitted to assault by Delhi Chief Minister Arvind Kejriwal's Personal Secretary Bibhav Kumar.        Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",133,com https maliwal swati timesnow
‘CM Mamata Banerjee Wants To Turn West Bengal Into A Muslim State’: Union Minister Giriraj Singh,"Union minister Giriraj Singh claimed that the members of the opposition INDIA bloc were attempting to establish an 'Islamic rule' in the country. He criticized Mamata Banerjee, accusing her of intending to transform West Bengal into a 'Muslim state'.          Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",134,com https minister timesnow www
"Samajwadi Party Leader Akhilesh Yadav To Hold Mega Public Rally In Ayodhya, Uttar Pradesh | Polls","Lok Sabha Polls 2024: Samajwadi Party leader Akhilesh Yadav expected to hold a mega rally in Ayodhya, Uttar Pradesh as a part of Lok Sabha Polls campaign. For more information stay connected to Times Now.          Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",135,com https polls timesnow www
"Jaishankar's Brutal Takedown Of West's 'Gyaan' On India's Polls| Reacts To 'Chabahar' Warning, Says","A day after the US warned of ""potential risk of sanctions"" after India inked a 10-year agreement for running the Chabahar Port in Iran, EAM Dr. Jaishankar gave a fiery response to both Western nations and Western media. Watch what he said.                           Times Now - Times Now News channel examines news with in-depth analysis. We provide much more than the Get Breaking news, the Latest news, Politics news, of the day. Times Network houses upscale television channels.  Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow  You can Search us on YouTube by- @timesnow",136,com https news times timesnow
BJP Holds Protest Outside CM Arvind Kejriwal's Residence Over AAP MP Swati Maliwal's Assaults Case,"Swati Maliwal  Assault Case: BJP workers staged a massive protest outside the Delhi Chief Minster Arvind Kejriwal's residence over an alleged assault against Aam Aadmi Party's MP Swati Maliwal. For more information stay connected to Times Now.          Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",137,com https maliwal timesnow www
"Himanta Biswa Sarma Makes Big Statement, Says '300+ Seats Win Led to Ram Mandir' | Lok Sabha Polls",Assam Chief Minister Himanta Biswa Sarma on Tuesday said that the Bharatiya Janata Party (BJP) would build Krishna Janmabhoomi temple in Mathura and Kashi Vishwanath temple in place of Gyanvapi Mosque in Varanasi if it wins 400 seats in the ongoing Lok Sabha elections. Watch!         ,138,biswa lok sarma seats temple
"Priyanka Gandhi Exclusive On 2024 Polls, Dares BJP To Contest On Unemployment & Inflation Issue","Priyanka Gandhi spoke to us exclusively on the ongoing 2024 Lok Sabha elections. She dared BJP to contest on the issue of unemployment and inflation. She also said that if BJP is voted to power, they will will definitely change the Constitution because they have done everything to weaken democracy. Watch the video to know what more she said.             Times Now - Times Now News channel examines news with in-depth analysis. We provide much more than the Get Breaking news, the Latest news, Politics news, of the day. Times Network houses upscale television channels.  Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow  You can Search us on YouTube by- @timesnow",139,com https news times timesnow
Priyanka Gandhi Invokes Her Father's Rallies After PM Modi Files Nomination From Varanasi,"Priyanka Gandhi invoked her father's rallies after PM Modi filed his nomination from Varanasi. Politics erupted after Prime Minister Narendra Modi filed his nomination. Congress leader Priyanka Gandhi said, My father went among the public; that was a Jansampark.         Times Now - Times Now News channel examines news with in-depth analysis. We provide much more than the Get Breaking news, the Latest news, Politics news, of the day. Times Network houses upscale television channels.  Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow  You can Search us on YouTube by- @timesnow",140,com https news times timesnow
"AAP To Be Named Main Accused In Liquorgate Probe By ED In Next Chargesheet, What's Next? | Blueprint","In today's episode of the Election Premiere League with host Pranesh Roy, the discussion focused on Aam Aadmi Party chief and Delhi Chief Minister Arvind Kejriwal's involvement in the Liquorgate probe. The Aam Aadmi Party has been named as an accused in a corruption case. The Election Directorate informed the court that they would be naming the Aam Aadmi Party in the Liquorgate case in their next chargesheet. While this is an unprecedented move, the agency says they have sound legal advice to back it. Watch Blueprint for more updates.         ",141,aadmi aam accused liquorgate party
"Sanjay Singh Answers Questions On Swati Maliwal Case, Says 'Kejriwal's PA Misbehaved With Maliwal'","Sanjay Singh, AAP MP, has admitted that Chief Minister Arvind Kejriwal's PA had 'misbheaved' with AAP MP Swati Maliwal. He said, "" ""Yesterday an incident took place. At the residence of Arvind Kejriwal incident of misbehaviour took place with Swati Maliwal by Vibhav Kumar (Arvind Kejriwal's PA). Swati Maliwal has informed about this incident to the Delhi Police. This is a condemnable incident. Arvind Kejriwal has taken cognizance of the incident and has directed for strict action in the incident..."" Watch the video to know more.               Times Now - Times Now News channel examines news with in-depth analysis. We provide much more than the Get Breaking news, the Latest news, Politics news, of the day. Times Network houses upscale television channels.  Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow  You can Search us on YouTube by- @timesnow",142,https incident news times timesnow
Prime Minister Narendra Modi's Massive Show Of Strength In Varanasi After Filing Nomination | WATCH,"Prime Minister Narendra Modi filed his nomination papers from the Varanasi Lok Sabha seat. After filing nomination, PM Modi, surrounded by top NDA leaders, was seen walking out of DM office. Watch full video.           Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",143,com https modi timesnow www
PM Narendra Modi To File Lok Sabha Nomination From Varanasi Shortly | Lok Sabha Polls 2024,"Lok Sabha Polls 2024: As per the reports Prime Minister Narendra Modi to file Lok Sabha nomination form Varanasi form between 11:30 to 12:30. For more information stay connected to Times Now.         Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",144,com https lok sabha timesnow
Hyderabad BJP Candidate Madhavi Latha Checks Voter IDs Of Burqa- Clad Women | Latest News,"As per the latest news on Times Now, Hyderabad BJP candidate Madhavi Latha faces heat over verifying voter IDs. She reached her polling booth `station in her constituency and was seen checking the voter IDs of Muslim women who were seen wearing burqas. She was removing the face cover for verification alleging discrepancies in the voter list she said the names of several voters had been deleted. Watch the full video to know more.         Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",145,com https timesnow voter www
PM Modi Holds Mega Roadshow In Varanasi Before Filing Nomination For LS Polls | News,"Lok Sabha Polls 2024: Prime Minister Narendra Modi holds mega roadshow accompanied by CM Yogi Adityanath in Lanka Chowk, Varanasi before filing nomination for Lok Sabha polls 2024. For more information stay connected to Times Now.            Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",146,com https times timesnow www
"YSRCP MLA Sivakumar Assaults Voter At Tenali Polling Booth, Voter Valiantly Fights Back","Lok Sabha Polls 2024: YSRCP MLA Sivakumar slapped a voter at polling station in Tenali, Guntur district, Andhra Pradesh. The altercation allegedly occurred when a voter confronted the MLA for cutting the polling booth line. For more information stay connected to Times Now.           Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",147,com https timesnow voter www
"Madhavi Latha News: FIR Lodged Against BJP Hyderabad Candidate, Times Now Accesses Complaint Copy","Madhavi Latha News: An FIR has been registered against BJP Hyderabad candidate Madhav Latha. Watch the Times Now video to know the reason behind.                  Times Now - Times Now News channel examines news with in-depth analysis. We provide much more than the Get Breaking news, the Latest news, Politics news, of the day. Times Network houses upscale television channels.  Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow  You can Search us on YouTube by- @timesnow",148,com https news times timesnow
AAP MP Swati Maliwal Alleges Assault By Arvind Kejriwal's PA At His Residence | Lok Sabha Polls 2024,"Lok Sabha Polls 2024: As per the sources, AAP leader Swati Maliwal on Monday alleged that she was assaulted at Delhi Chief Minister Arvind Kejriwal’s residence by his close aide Bibhav Kumar. A PCR call was made at around 10 am from CM’s residence by Maliwal. Following the call, Delhi police reached the Chief Minister’s residence in civil lines. However. the Delhi police is yet to receive formal complaint in the matter. For more information stay connected to Times Now.         Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",149,com delhi https residence timesnow
"PM Modi Slams Congress and TMC for Appeasement Politics At Rally In Barrackpore, West Bengal","The PM criticized Congress and TMC for vote bank politics and appeasement strategies at a rally in Barrackpore. PM Modi expressed optimism for BJP's bigger win in the state compared to the 2019 Lok Sabha elections. Watch the video to know the PM's exact message.         Times Network takes the lead with its ground-breaking innovation and disruption of a new content category. The Times Network channels, which have a global footprint in 100 countries, inform, entertain, and engage viewers of all ages with fascinating and intriguing content, news, and information.  Subscribe to our channel -https://www.youtube.com/@TimesNow/ Check out our website: https://www.timesnownews.com Facebook: https://www.facebook.com/Timesnow Twitter: https://twitter.com/timesnow Instagram: https://instagram.com/timesnow",150,com https pm timesnow www
